path,health_score,classification,notes
site/payment-processing-solana-beach-12.html,1,fragile,"low-internal-links thin-content"
site/human-tech-help-cardiff-by-the-sea-8.html,2,stable,"thin-content"
site/energy-bill-clarity-before-action-san-diego.html,4,strong,""
site/payment-processing-del-mar-18.html,1,fragile,"low-internal-links thin-content"
site/hvac-tech-help-cardiff-by-the-sea-2.html,2,stable,"thin-content"
site/payment-processing-encinitas-4.html,1,fragile,"low-internal-links thin-content"
site/hvac-tech-help-encinitas-18.html,2,stable,"thin-content"
site/ai-automation-encinitas-14.html,2,stable,"thin-content"
site/small-business-utility-cost-increase-san-diego.html,4,strong,""
site/crypto-payments-san-diego-16.html,2,stable,"thin-content"
site/payment-processing-encinitas-18.html,1,fragile,"low-internal-links thin-content"
site/ai-automation-del-mar-14.html,2,stable,"thin-content"
site/crypto-payments-solana-beach-9.html,2,stable,"thin-content"
site/net-metering-changes-explained-san-diego.html,4,strong,""
site/human-tech-help-cardiff-by-the-sea-12.html,2,stable,"thin-content"
site/hvac-tech-help-san-diego-1.html,2,stable,"thin-content"
site/payment-processing-encinitas-1.html,1,fragile,"low-internal-links thin-content"
site/payment-processing-del-mar-16.html,1,fragile,"low-internal-links thin-content"
site/hvac-tech-help-cardiff-by-the-sea-20.html,2,stable,"thin-content"
site/generation-vs-delivery-costs-san-diego.html,3,stable,"low-internal-links"
site/ai-vs-human-judgment-decisions.html,4,strong,""
site/payment-processing-cardiff-by-the-sea-13.html,1,fragile,"low-internal-links thin-content"
site/human-tech-help-del-mar-10.html,2,stable,"thin-content"
site/ai-automation-encinitas-13.html,2,stable,"thin-content"
site/crypto-payments-san-diego-7.html,2,stable,"thin-content"
